account_id,population_type
A010065,normal
A010066,normal
A010067,normal
A010068,normal
A010069,hard_negative
A010070,normal
A010071,normal
A010072,normal
A010073,normal
A010074,normal
A010075,normal
A010076,normal
A010077,normal
A010078,normal
A010079,normal
A010080,normal
A010081,normal
A010082,normal
A010083,hard_negative
A010084,hard_negative
A010085,normal
A010086,normal
A010087,normal
A010088,normal
A010089,normal
A010090,normal
A010091,normal
A010092,normal
A010093,normal
A010094,normal
A010095,hard_negative
A010096,normal
A010097,normal
A010098,normal
A010099,ring
A010100,hard_negative
A010101,normal
A010102,ring
A010103,hard_negative
A010104,normal
A010105,normal
A010106,normal
A010107,normal
A010108,hard_negative
A010109,hard_negative
A010110,normal
A010111,normal
A010112,normal
A010113,normal
A010114,hard_negative
A010115,hard_negative
A010116,hard_negative
A010117,normal
A010118,normal
A010119,normal
A010120,normal
A010121,hard_negative
A010122,hard_negative
A010123,hard_negative
A010124,normal
A010125,normal
A010126,normal
A010127,normal
A010128,normal
A010129,normal
A010130,normal
A010131,hard_negative
A010132,normal
A010133,normal
A010134,normal
A010135,hard_negative
A010136,normal
A010137,normal
A010138,ring
A010139,normal
A010140,hard_negative
A010141,normal
A010142,normal
A010143,ring
A010144,normal
A010145,normal
A010146,normal
A010147,normal
A010148,normal
A010149,normal
A010150,normal
A010151,hard_negative
A010152,normal
A010153,normal
A010154,normal
A010155,normal
A010156,normal
A010157,normal
A010158,normal
A010159,ring
A010160,normal
A010161,normal
A010162,hard_negative
A010163,normal
A010164,normal
A010165,normal
A010166,normal
A010167,hard_negative
A010168,normal
A010169,normal
A010170,normal
A010171,normal
A010172,hard_negative
A010173,normal
A010174,normal
A010175,normal
A010176,normal
A010177,normal
A010178,normal
A010179,normal
A010180,normal
A010181,normal
A010182,normal
A010183,normal
A010184,normal
A010185,normal
A010186,normal
A010187,normal
A010188,normal
A010189,ring
A010190,normal
A010191,normal
A010192,normal
A010193,normal
A010194,normal
A010195,normal
A010196,normal
A010197,normal
A010198,normal
A010199,normal
A010200,normal
A010201,hard_negative
A010202,normal
A010203,normal
A010204,normal
A010205,normal
A010206,normal
A010207,normal
A010208,normal
A010209,hard_negative
A010210,normal
A010211,normal
A010212,hard_negative
A010213,normal
A010214,normal
A010215,normal
A010216,normal
A010217,normal
A010218,normal
A010219,normal
A010220,normal
A010221,normal
A010222,hard_negative
A010223,hard_negative
A010224,normal
A010225,normal
A010226,normal
A010227,normal
A010228,hard_negative
A010229,normal
A010230,normal
A010231,hard_negative
A010232,normal
A010233,normal
A010234,hard_negative
A010235,hard_negative
A010236,hard_negative
A010237,normal
A010238,normal
A010239,normal
A010240,normal
A010241,normal
A010242,normal
A010243,normal
A010244,ring
A010245,normal
A010246,normal
A010247,normal
A010248,normal
A010249,normal
A010250,normal
A010251,normal
A010252,normal
A010253,normal
A010254,normal
A010255,normal
A010256,normal
A010257,normal
A010258,normal
A010259,normal
A010260,ring
A010261,normal
A010262,normal
A010263,normal
A010264,hard_negative
A010265,normal
A010266,normal
A010267,hard_negative
A010268,normal
A010269,normal
A010270,normal
A010271,hard_negative
A010272,normal
A010273,normal
A010274,normal
A010275,normal
A010276,normal
A010277,normal
A010278,hard_negative
A010279,normal
A010280,normal
A010281,normal
A010282,hard_negative
A010283,normal
A010284,normal
A010285,hard_negative
A010286,normal
A010287,normal
A010288,normal
A010289,normal
A010290,hard_negative
A010291,normal
A010292,normal
A010293,normal
A010294,hard_negative
A010295,hard_negative
A010296,normal
A010297,normal
A010298,normal
A010299,normal
A010300,normal
A010301,normal
A010302,normal
A010303,normal
A010304,normal
A010305,ring
A010306,normal
A010307,normal
A010308,normal
A010309,normal
A010310,normal
A010311,normal
A010312,normal
A010313,hard_negative
A010314,normal
A010315,normal
A010316,hard_negative
A010317,normal
A010318,normal
A010319,hard_negative
A010320,normal
A010321,normal
A010322,normal
A010323,normal
A010324,normal
A010325,normal
A010326,hard_negative
A010327,normal
A010328,normal
A010329,normal
A010330,normal
A010331,normal
A010332,normal
A010333,normal
A010334,normal
A010335,normal
A010336,normal
A010337,normal
A010338,normal
A010339,normal
A010340,normal
A010341,normal
A010342,normal
A010343,normal
A010344,hard_negative
A010345,normal
A010346,normal
A010347,normal
A010348,normal
A010349,normal
A010350,normal
A010351,normal
A010352,normal
A010353,normal
A010354,hard_negative
A010355,normal
A010356,normal
A010357,normal
A010358,normal
A010359,normal
A010360,normal
A010361,normal
A010362,normal
A010363,normal
A010364,normal
A010365,normal
A010366,normal
A010367,normal
A010368,ring
A010369,normal
A010370,normal
A010371,normal
A010372,ring
A010373,normal
A010374,normal
A010375,normal
A010376,normal
A010377,normal
A010378,normal
A010379,normal
A010380,hard_negative
A010381,hard_negative
A010382,normal
A010383,hard_negative
A010384,normal
A010385,normal
A010386,normal
A010387,hard_negative
A010388,normal
A010389,normal
A010390,normal
A010391,ring
A010392,normal
A010393,hard_negative
A010394,hard_negative
A010395,normal
A010396,normal
A010397,normal
A010398,hard_negative
A010399,hard_negative
A010400,normal
A010401,normal
A010402,normal
A010403,normal
A010404,normal
A010405,normal
A010406,normal
A010407,normal
A010408,normal
A010409,normal
A010410,normal
A010411,normal
A010412,normal
A010413,normal
A010414,normal
A010415,ring
A010416,normal
A010417,normal
A010418,hard_negative
A010419,normal
A010420,normal
A010421,normal
A010422,normal
A010423,normal
A010424,normal
A010425,normal
A010426,normal
A010427,normal
A010428,hard_negative
A010429,normal
A010430,normal
A010431,normal
A010432,normal
A010433,normal
A010434,normal
A010435,normal
A010436,normal
A010437,normal
A010438,normal
A010439,hard_negative
A010440,normal
A010441,normal
A010442,normal
A010443,hard_negative
A010444,normal
A010445,normal
A010446,normal
A010447,ring
A010448,normal
A010449,normal
A010450,normal
A010451,normal
A010452,normal
A010453,normal
A010454,normal
A010455,normal
A010456,normal
A010457,hard_negative
A010458,normal
A010459,normal
A010460,normal
A010461,normal
A010462,normal
A010463,normal
A010464,normal
A010465,normal
A010466,hard_negative
A010467,normal
A010468,normal
A010469,normal
A010470,normal
A010471,normal
A010472,normal
A010473,normal
A010474,normal
A010475,normal
A010476,normal
A010477,ring
A010478,normal
A010479,hard_negative
A010480,normal
A010481,normal
A010482,normal
A010483,normal
A010484,normal
A010485,normal
A010486,normal
A010487,normal
A010488,normal
A010489,normal
A010490,normal
A010491,normal
A010492,normal
A010493,normal
A010494,normal
A010495,hard_negative
A010496,normal
A010497,normal
A010498,normal
A010499,normal
A010500,normal
A010501,normal
A010502,normal
A010503,normal
A010504,normal
A010505,normal
A010506,normal
A010507,normal
A010508,normal
A010509,hard_negative
A010510,normal
A010511,normal
A010512,hard_negative
A010513,hard_negative
A010514,normal
A010515,hard_negative
A010516,normal
A010517,normal
A010518,hard_negative
A010519,normal
A010520,normal
A010521,normal
A010522,ring
A010523,normal
A010524,normal
A010525,hard_negative
A010526,normal
A010527,normal
A010528,normal
A010529,normal
A010530,normal
A010531,normal
A010532,normal
A010533,normal
A010534,hard_negative
A010535,normal
A010536,ring
A010537,normal
A010538,ring
A010539,normal
A010540,normal
A010541,ring
A010542,normal
A010543,normal
A010544,normal
A010545,normal
A010546,normal
A010547,normal
A010548,normal
A010549,normal
A010550,normal
A010551,normal
A010552,hard_negative
A010553,normal
A010554,normal
A010555,normal
A010556,normal
A010557,normal
A010558,normal
A010559,normal
A010560,normal
A010561,normal
A010562,normal
A010563,normal
A010564,normal
A010565,normal
A010566,normal
A010567,hard_negative
A010568,normal
A010569,normal
A010570,normal
A010571,hard_negative
A010572,normal
A010573,normal
A010574,hard_negative
A010575,hard_negative
A010576,normal
A010577,normal
A010578,normal
A010579,normal
A010580,normal
A010581,normal
A010582,hard_negative
A010583,normal
A010584,normal
A010585,normal
A010586,normal
A010587,normal
A010588,hard_negative
A010589,normal
A010590,normal
A010591,hard_negative
A010592,normal
A010593,normal
A010594,hard_negative
A010595,ring
A010596,ring
A010597,hard_negative
A010598,normal
A010599,normal
A010600,hard_negative
A010601,hard_negative
A010602,normal
A010603,normal
A010604,normal
A010605,normal
A010606,normal
A010607,ring
A010608,normal
A010609,normal
A010610,normal
A010611,normal
A010612,normal
A010613,normal
A010614,normal
A010615,normal
A010616,normal
A010617,ring
A010618,hard_negative
A010619,normal
A010620,normal
A010621,normal
A010622,normal
A010623,normal
A010624,hard_negative
A010625,normal
A010626,hard_negative
A010627,normal
A010628,normal
A010629,normal
A010630,normal
A010631,normal
A010632,normal
A010633,normal
A010634,normal
A010635,hard_negative
A010636,normal
A010637,normal
A010638,hard_negative
A010639,normal
A010640,normal
A010641,normal
A010642,normal
A010643,ring
A010644,normal
A010645,normal
A010646,normal
A010647,normal
A010648,normal
A010649,hard_negative
A010650,normal
A010651,normal
A010652,normal
A010653,normal
A010654,normal
A010655,normal
A010656,normal
A010657,normal
A010658,normal
A010659,hard_negative
A010660,hard_negative
A010661,normal
A010662,normal
A010663,normal
A010664,normal
A010665,normal
A010666,normal
A010667,hard_negative
A010668,normal
A010669,normal
A010670,normal
A010671,normal
A010672,normal
A010673,normal
A010674,hard_negative
A010675,normal
A010676,hard_negative
A010677,normal
A010678,normal
A010679,normal
A010680,normal
A010681,normal
A010682,hard_negative
A010683,normal
A010684,normal
A010685,normal
A010686,normal
A010687,normal
A010688,ring
A010689,normal
A010690,normal
A010691,normal
A010692,normal
A010693,hard_negative
A010694,normal
A010695,hard_negative
A010696,hard_negative
A010697,normal
A010698,hard_negative
A010699,normal
A010700,normal
A010701,normal
A010702,normal
A010703,hard_negative
A010704,normal
A010705,normal
A010706,normal
A010707,normal
A010708,normal
A010709,normal
A010710,normal
A010711,hard_negative
A010712,normal
A010713,normal
A010714,normal
A010715,ring
A010716,normal
A010717,normal
A010718,normal
A010719,normal
A010720,normal
A010721,normal
A010722,normal
A010723,normal
A010724,normal
A010725,hard_negative
A010726,normal
A010727,hard_negative
A010728,ring
A010729,normal
A010730,normal
A010731,hard_negative
A010732,normal
A010733,normal
A010734,normal
A010735,normal
A010736,normal
A010737,normal
A010738,normal
A010739,normal
A010740,normal
A010741,normal
A010742,normal
A010743,normal
A010744,normal
A010745,normal
A010746,normal
A010747,normal
A010748,normal
A010749,normal
A010750,normal
A010751,normal
A010752,normal
A010753,normal
A010754,normal
A010755,normal
A010756,ring
A010757,normal
A010758,hard_negative
A010759,normal
A010760,normal
A010761,normal
A010762,normal
A010763,normal
A010764,normal
A010765,hard_negative
A010766,normal
A010767,ring
A010768,normal
A010769,hard_negative
A010770,normal
A010771,normal
A010772,normal
A010773,hard_negative
A010774,normal
A010775,normal
A010776,normal
A010777,normal
A010778,normal
A010779,normal
A010780,normal
A010781,normal
A010782,normal
A010783,normal
A010784,normal
A010785,normal
A010786,normal
A010787,normal
A010788,normal
A010789,normal
A010790,hard_negative
A010791,normal
A010792,normal
A010793,hard_negative
A010794,normal
A010795,hard_negative
A010796,normal
A010797,normal
A010798,normal
A010799,normal
A010800,normal
A010801,normal
A010802,normal
A010803,normal
A010804,normal
A010805,normal
A010806,ring
A010807,normal
A010808,normal
A010809,normal
A010810,normal
A010811,normal
A010812,hard_negative
A010813,normal
A010814,normal
A010815,normal
A010816,normal
A010817,normal
A010818,hard_negative
A010819,normal
A010820,normal
A010821,normal
A010822,normal
A010823,normal
A010824,normal
A010825,ring
A010826,hard_negative
A010827,normal
A010828,normal
A010829,normal
A010830,normal
A010831,normal
A010832,hard_negative
A010833,normal
A010834,normal
A010835,normal
A010836,normal
A010837,normal
A010838,normal
A010839,normal
A010840,normal
A010841,normal
A010842,normal
A010843,normal
A010844,normal
A010845,normal
A010846,normal
A010847,normal
A010848,normal
A010849,normal
A010850,ring
A010851,normal
A010852,normal
A010853,normal
A010854,normal
A010855,normal
A010856,normal
A010857,normal
A010858,normal
A010859,normal
A010860,normal
A010861,normal
A010862,normal
A010863,normal
A010864,normal
A010865,normal
A010866,ring
A010867,normal
A010868,normal
A010869,normal
A010870,hard_negative
A010871,normal
A010872,normal
A010873,normal
A010874,normal
A010875,normal
A010876,normal
A010877,normal
A010878,normal
A010879,normal
A010880,normal
A010881,hard_negative
A010882,normal
A010883,normal
A010884,normal
A010885,hard_negative
A010886,normal
A010887,normal
A010888,normal
A010889,normal
A010890,normal
A010891,normal
A010892,normal
A010893,normal
A010894,normal
A010895,normal
A010896,normal
A010897,normal
A010898,hard_negative
A010899,normal
A010900,normal
A010901,normal
A010902,hard_negative
A010903,normal
A010904,hard_negative
A010905,normal
A010906,normal
A010907,normal
A010908,normal
A010909,normal
A010910,normal
A010911,normal
A010912,normal
A010913,normal
A010914,normal
A010915,normal
A010916,hard_negative
A010917,normal
A010918,normal
A010919,hard_negative
A010920,hard_negative
A010921,normal
A010922,normal
A010923,normal
A010924,normal
A010925,hard_negative
A010926,normal
A010927,hard_negative
A010928,hard_negative
A010929,normal
A010930,normal
A010931,normal
A010932,normal
A010933,normal
A010934,normal
A010935,normal
A010936,normal
A010937,normal
A010938,normal
A010939,normal
A010940,normal
A010941,normal
A010942,normal
A010943,normal
A010944,normal
A010945,normal
A010946,hard_negative
A010947,normal
A010948,normal
A010949,hard_negative
A010950,normal
A010951,normal
A010952,normal
A010953,normal
A010954,normal
A010955,normal
A010956,normal
A010957,normal
A010958,ring
A010959,normal
A010960,normal
A010961,normal
A010962,normal
A010963,normal
A010964,normal
A010965,hard_negative
A010966,normal
A010967,ring
A010968,normal
A010969,normal
A010970,normal
A010971,normal
A010972,hard_negative
A010973,hard_negative
A010974,normal
A010975,normal
A010976,hard_negative
A010977,normal
A010978,normal
A010979,hard_negative
A010980,normal
A010981,normal
A010982,normal
A010983,hard_negative
A010984,normal
A010985,normal
A010986,hard_negative
A010987,normal
A010988,hard_negative
A010989,hard_negative
A010990,hard_negative
A010991,normal
A010992,normal
A010993,ring
A010994,normal
A010995,ring
A010996,hard_negative
A010997,ring
A010998,ring
A010999,normal
A011000,hard_negative
A011001,hard_negative
A011002,normal
A011003,normal
A011004,normal
A011005,normal
A011006,hard_negative
A011007,normal
A011008,normal
A011009,normal
A011010,normal
